"","id","founding_name","search_name"
"640","Columbus (Epsilon Pegasus)","Columbus (Epsilon Pegasus)","Columbus"
"641","Conakry","Conakry","Conakry"
"642","Concord","Concord","Concord"
"643","Conley's Patch","Conley's Patch","Conley's Patch"
"644","Connaught","Connaught","Connaught"
"645","Conquista","Conquista","Conquista"
"646","Conroe","Conroe","Conroe"
"647","Constance","Constance","Constance"
"648","Conwy","Conwy","Conwy"
"649","Cooperland","Cooperland","Cooperland"
"650","Coopertown","Coopertown","Coopertown"
"651","Cor Caroli","Cor Caroli","Cor Caroli"
"652","Coraines","Coraines","Coraines"
"653","Corbeanca","Corbeanca","Corbeanca"
"654","Cordiagr","Cordiagr","Cordiagr"
"655","Corella","Corella","Corella"
"656","Corey","Corey","Corey"
"657","Corfu","Corfu","Corfu"
"658","Coriscana","Coriscana","Coriscana"
"659","Cork","Cork","Cork"
"660","Corodiz","Corodiz","Corodiz"
"661","Coromodir","Coromodir","Coromodir"
"662","Corridan IV","Corridan IV","Corridan"
"663","Corsica Nueva","Corsica Nueva","Corsica Nueva"
"664","Corydon","Corydon","Corydon"
"665","Cosenza","Cosenza","Cosenza"
"666","Cotocallao","Cotocallao","Cotocallao"
"667","Coudoux","Coudoux","Coudoux"
"668","Courcellete","Courcellete","Courcellete"
"669","Courchevel","Courchevel","Courchevel"
"670","Courtney","Courtney","Courtney"
"671","Coventry","Coventry","Coventry"
"672","Covington","Covington","Covington"
"673","Coyle","Coyle","Coyle"
"674","Cranston","Cranston","Cranston"
"675","Crawford","Crawford","Crawford"
"676","Crawford's Delight","Crawford's Delight","Crawford's Delight"
"677","Cree","Cree","Cree"
"678","Crellacor","Crellacor","Crellacor"
"679","Cresson","Cresson","Cresson"
"680","Crestoblus","Crestoblus","Crestoblus"
"681","Crevedia","Crevedia","Crevedia"
"682","Crichton","Crichton","Crichton"
"683","Crimond","Crimond","Crimond"
"684","Crofton","Crofton","Crofton"
"685","Cronulla","Cronulla","Cronulla"
"686","Crossing","Crossing","Crossing"
"687","Cruz Alta","Cruz Alta","Cruz Alta"
"688","Cryfder","Cryfder","Cryfder"
"689","Csesztreg","Csesztreg","Csesztreg"
"690","Csomad","Csomad","Csomad"
"691","Ctesiphon","Ctesiphon","Ctesiphon"
"692","Culmia","Culmia","Culmia"
"693","Cumberland","Cumberland","Cumberland"
"694","Cumbres","Cumbres","Cumbres"
"695","Curaumilla","Curaumilla","Curaumilla"
"696","Cursa","Cursa","Cursa"
"697","Cusset","Cusset","Cusset"
"698","Custozza","Custozza","Custozza"
"699","Cygnus","Cygnus","Cygnus"
"700","Cylene","Cylene","Cylene"
"701","Cyrenaica","Cyrenaica","Cyrenaica"
"702","Cyrton","Cyrton","Cyrton"
"703","Czarvowo","Czarvowo","Czarvowo"
"704","Córdoba","Córdoba","Córdoba"
"705","Dabih","Dabih","Dabih"
"706","Dagda (Clan)","Dagda (Clan)","Dagda"
"707","Dagda (LC)","Dagda (LC)","Dagda"
"708","Dahar IV","Dahar IV","Dahar"
"709","Dainmar Majoris","Dainmar Majoris","Dainmar Majoris"
"710","Dalcour","Dalcour","Dalcour"
"711","Dalian","Dalian","Dalian"
"712","Dalkeith","Dalkeith","Dalkeith"
"713","Dalmantia","Dalmantia","Dalmantia"
"714","Dalton","Dalton","Dalton"
"715","Damevang","Damevang","Damevang"
"716","Damian","Damian","Damian"
"717","Danais","Danais","Danais"
"718","Daneshmand","Daneshmand","Daneshmand"
"719","Dania","Dania","Dania"
"720","Daniels","Daniels","Daniels"
"721","Danli","Danli","Danli"
"722","Dansur","Dansur","Dansur"
"723","Dante","Dante","Dante"
"724","Danxian","Danxian","Danxian"
"725","Danzig","Danzig","Danzig"
"726","Daol","Daol","Daol"
"727","Dar-es-Salaam","Dar-es-Salaam","Dar-es-Salaam"
"728","Darius","Darius","Darius"
"729","Dark Nebula","Dark Nebula","Dark Nebula"
"730","Darwendale","Darwendale","Darwendale"
"731","Davetal (Davetal II, III)","Davetal (Davetal II, III)","Davetal"
"732","David","David","David"
"733","Davisville","Davisville","Davisville"
"734","Dawn","Dawn","Dawn"
"735","Dayr Khuna","Dayr Khuna","Dayr Khuna"
"736","Ddraig","Ddraig","Ddraig"
"737","De Berry","De Berry","De Berry"
"738","DeWitt","DeWitt","DeWitt"
"739","Death's Gaze Cluster","Death's Gaze Cluster","Death's Gaze Cluster"
"740","Decatur","Decatur","Decatur"
"741","Declan II","Declan II","Declan"
"742","Decus","Decus","Decus"
"743","Defiance","Defiance","Defiance"
"744","Dehgolan","Dehgolan","Dehgolan"
"745","Deia","Deia","Deia"
"746","Delacambre","Delacambre","Delacambre"
"747","Delacruz","Delacruz","Delacruz"
"748","Delagoa","Delagoa","Delagoa"
"749","Delavan","Delavan","Delavan"
"750","Delios","Delios","Delios"
"751","Delitzsch","Delitzsch","Delitzsch"
"752","Dell","Dell","Dell"
"753","Delos IV","Delos IV","Delos"
"754","Delphos","Delphos","Delphos"
"755","Demeter","Demeter","Demeter"
"756","Denbar","Denbar","Denbar"
"757","Deneb Algedi","Deneb Algedi","Deneb Algedi"
"758","Deneb Kaitos","Deneb Kaitos","Deneb Kaitos"
"759","Denebola","Denebola","Denebola"
"760","Denizli","Denizli","Denizli"
"761","Derby","Derby","Derby"
"762","Derf","Derf","Derf"
"763","Des Arc","Des Arc","Des Arc"
"764","Deschenes","Deschenes","Deschenes"
"765","Deshler","Deshler","Deshler"
"766","Desolate Plains","Desolate Plains","Desolate Plains"
"767","Detroit","Detroit","Detroit"
"768","Devil's Breath","Devil's Breath","Devil's Breath"
"769","Devil's Rock","Devil's Rock","Devil's Rock"
"770","Devin","Devin","Devin"
"771","Deweidewd","Deweidewd","Deweidewd"
"772","Dhaulgiri","Dhaulgiri","Dhaulgiri"
"773","Diamantina","Diamantina","Diamantina"
"774","Diass","Diass","Diass"
"775","Diboll","Diboll","Diboll"
"776","Dicallus","Dicallus","Dicallus"
"777","Dichell","Dichell","Dichell"
"778","Dickinson","Dickinson","Dickinson"
"779","Dicon","Dicon","Dicon"
"780","Die Moot","Die Moot","Die Moot"
"781","Diedre's Den (Iolas 3025-)","Iolas","Iolas"
"782","Diefenbaker","Diefenbaker","Diefenbaker"
"783","Dieron","Dieron","Dieron"
"784","Dieudonné","Dieudonné","Dieudonné"
"785","Diik","Diik","Diik"
"786","Dili","Dili","Dili"
"787","Dindatari","Dindatari","Dindatari"
"788","Diosd","Diosd","Diosd"
"789","Dirk's Gulf","Dirk's Gulf","Dirk's Gulf"
"790","Dirkel","Dirkel","Dirkel"
"791","Dixie","Dixie","Dixie"
"792","Dneiper","Dneiper","Dneiper"
"793","Dnepropetrovsk","Dnepropetrovsk","Dnepropetrovsk"
"794","Dobson","Dobson","Dobson"
"795","Doggerbank","Doggerbank","Doggerbank"
"796","Dol","Dol","Dol"
"797","Domain","Domain","Domain"
"798","Domeyko","Domeyko","Domeyko"
"799","Dompaire","Dompaire","Dompaire"
"800","Donegal","Donegal","Donegal"
"801","Donenac","Donenac","Donenac"
"802","Doneval II","Doneval II","Doneval"
"803","Dorian's Tears","Dorian's Tears","Dorian's Tears"
"804","Dormandaine","Dormandaine","Dormandaine"
"805","Dorpat","Dorpat","Dorpat"
"806","Dortmund","Dortmund","Dortmund"
"807","Dothan","Dothan","Dothan"
"808","Dove","Dove","Dove"
"809","Dover","Dover","Dover"
"810","Dowles","Dowles","Dowles"
"811","Drachenfeld","Drachenfeld","Drachenfeld"
"812","Dralkig","Dralkig","Dralkig"
"813","Drask's Den","Drask's Den","Drask's Den"
"814","Dreadlord","Dreadlord","Dreadlord"
"815","Dresden","Dresden","Dresden"
"816","Drienfontein","Drienfontein","Drienfontein"
"817","Dromini VI","Dromini VI","Dromini"
"818","Drosendorf","Drosendorf","Drosendorf"
"819","Drozan","Drozan","Drozan"
"820","Drusibacken","Drusibacken","Drusibacken"
"821","Du Lac","Du Lac","Du Lac"
"822","Duantia","Duantia","Duantia"
"823","Dubhe","Dubhe","Dubhe"
"824","Dukambia","Dukambia","Dukambia"
"825","Dumaring","Dumaring","Dumaring"
"826","Dumassas","Dumassas","Dumassas"
"827","Dunianshire","Dunianshire","Dunianshire"
"828","Dunkerque","Dunkerque","Dunkerque"
"829","Dunklewälderdunklerflüssenschattenwelt (Bob 2822+)","Dunklewälderdunklerflüssenschattenwelt","Dunklewälderdunklerflüssenschattenwelt"
"830","Durabon","Durabon","Durabon"
"831","Duran","Duran","Duran"
"832","Dustball","Dustball","Dustball"
"833","Duxford","Duxford","Duxford"
"834","Duxfort","Duxfort","Duxfort"
"835","Dyev","Dyev","Dyev"
"836","Dyfed","Dyfed","Dyfed"
"837","Dì-fang","Dì-fang","Dì-fang"
"838","EC821-387D","EC821-387D","EC-D"
"839","Eagle Rest","Eagle Rest","Eagle Rest"
"840","Eaglesham","Eaglesham","Eaglesham"
"841","Early Dawn","Early Dawn","Early Dawn"
"842","Eaton","Eaton","Eaton"
"843","Ebensburg","Ebensburg","Ebensburg"
"844","Ebro","Ebro","Ebro"
"845","Echo","Echo","Echo"
"846","Edasich","Edasich","Edasich"
"847","Eden","Eden","Eden"
"848","Edirne (Brank 3130+)","Edirne","Edirne"
"849","Edmondson","Edmondson","Edmondson"
"850","Edwards","Edwards","Edwards"
"851","Egress","Egress","Egress"
"852","Eguilles","Eguilles","Eguilles"
"853","Eidsfoss","Eidsfoss","Eidsfoss"
"854","Eigerland","Eigerland","Eigerland"
"855","Eilenburg","Eilenburg","Eilenburg"
"856","Eion","Eion","Eion"
"857","Ejeda","Ejeda","Ejeda"
"858","El Dorado","El Dorado","El Dorado"
"859","El Giza","El Giza","El Giza"
"860","El Kerak","El Kerak","El Kerak"
"861","Elba","Elba","Elba"
"862","Elbar","Elbar","Elbar"
"863","Elbing (FWL)","Elbing (FWL)","Elbing"
"864","Elbing (HL)","Elbing (HL)","Elbing"
"865","Electra","Electra","Electra"
"866","Elektrougli","Elektrougli","Elektrougli"
"867","Eleusis","Eleusis","Eleusis"
"868","Elgin (Chisholm 2878-)","Chisholm","Chisholm"
"869","Elidere IV","Elidere IV","Elidere"
"870","Elissa","Elissa","Elissa"
"871","Elix","Elix","Elix"
"872","Ellengurg","Ellengurg","Ellengurg"
"873","Ellijay","Ellijay","Ellijay"
"874","Ellsworth","Ellsworth","Ellsworth"
"875","Elnath","Elnath","Elnath"
"876","Eltanin","Eltanin","Eltanin"
"877","Elume","Elume","Elume"
"878","Emar","Emar","Emar"
"879","Emerson","Emerson","Emerson"
"880","Emporia","Emporia","Emporia"
"881","Emris IV","Emris IV","Emris"
"882","Enchi","Enchi","Enchi"
"883","Enders Cluster (10)","Enders Cluster (10)","Enders Cluster"
"884","Engadin","Engadin","Engadin"
"885","Engadine","Engadine","Engadine"
"886","Enif","Enif","Enif"
"887","Enkoping","Enkoping","Enkoping"
"888","Enkra","Enkra","Enkra"
"889","Entalun","Entalun","Entalun"
"890","Enzesfled","Enzesfled","Enzesfled"
"891","Eom","Eom","Eom"
"892","Epsilon","Epsilon","Epsilon"
"893","Epsilon Eridani","Epsilon Eridani","Epsilon Eridani"
"894","Epsilon Indi","Epsilon Indi","Epsilon Indi"
"895","Erdvynn","Erdvynn","Erdvynn"
"896","Erewhon","Erewhon","Erewhon"
"897","Erod's Escape","Erod's Escape","Erod's Escape"
"898","Eromanga","Eromanga","Eromanga"
"899","Errai","Errai","Errai"
"900","Eschenberg","Eschenberg","Eschenberg"
"901","Escobas","Escobas","Escobas"
"902","Espakeh","Espakeh","Espakeh"
"903","Espia","Espia","Espia"
"904","Esteros","Esteros","Esteros"
"905","Estuan","Estuan","Estuan"
"906","Esztergom","Esztergom","Esztergom"
"907","Etiler","Etiler","Etiler"
"908","Euclid","Euclid","Euclid"
"909","Euschelus","Euschelus","Euschelus"
"910","Eustatius","Eustatius","Eustatius"
"911","Eutin","Eutin","Eutin"
"912","Evansville","Evansville","Evansville"
"913","Evciler","Evciler","Evciler"
"914","Everett","Everett","Everett"
"915","Ewanrigg","Ewanrigg","Ewanrigg"
"916","Exedor","Exedor","Exedor"
"917","Exeter","Exeter","Exeter"
"918","Fable","Fable","Fable"
"919","Fadiffolu","Fadiffolu","Fadiffolu"
"920","Fager","Fager","Fager"
"921","Fagerholm","Fagerholm","Fagerholm"
"922","Fairfax","Fairfax","Fairfax"
"923","Fairfield","Fairfield","Fairfield"
"924","Faleolo","Faleolo","Faleolo"
"925","Fallen Stars","Fallen Stars","Fallen Stars"
"926","Fallon II","Fallon II","Fallon"
"927","Fallry","Fallry","Fallry"
"928","False Dawn","False Dawn","False Dawn"
"929","Falsterbo (DC)","Falsterbo (DC)","Falsterbo"
"930","Falsterbo (HL)","Falsterbo (HL)","Falsterbo"
"931","Famdo","Famdo","Famdo"
"932","Fanardir","Fanardir","Fanardir"
"933","Far Reach","Far Reach","Far Reach"
"934","Farcry","Farcry","Farcry"
"935","Farhome","Farhome","Farhome"
"936","Farnsworth","Farnsworth","Farnsworth"
"937","Farstar","Farstar","Farstar"
"938","Farwell","Farwell","Farwell"
"939","Fasa","Fasa","Fasa"
"940","Fathepur","Fathepur","Fathepur"
"941","Fatima","Fatima","Fatima"
"942","Fefferfer","Fefferfer","Fefferfer"
"943","Feijo","Feijo","Feijo"
"944","Fellanin II","Fellanin II","Fellanin"
"945","Feltre","Feltre","Feltre"
"946","Ferihegy","Ferihegy","Ferihegy"
"947","Ferleiten","Ferleiten","Ferleiten"
"948","Ferranil","Ferranil","Ferranil"
"949","Ferrara","Ferrara","Ferrara"
"950","Ferris (OA)","Ferris (OA)","Ferris"
"951","Ferris (OC)","Ferris (OC)","Ferris"
"952","Fetsund","Fetsund","Fetsund"
"953","Fianna","Fianna","Fianna"
"954","Fieferana","Fieferana","Fieferana"
"955","Fiery Plains","Fiery Plains","Fiery Plains"
"956","Filtvelt","Filtvelt","Filtvelt"
"957","Fincastle","Fincastle","Fincastle"
"958","Findal","Findal","Findal"
"959","Finmark","Finmark","Finmark"
"960","Finse","Finse","Finse"
"961","Finsterwalde","Finsterwalde","Finsterwalde"
"962","Firenze","Firenze","Firenze"
"963","Firgrove","Firgrove","Firgrove"
"964","Fjaldr","Fjaldr","Fjaldr"
"965","Fjernet","Fjernet","Fjernet"
"966","Flannagan's Nebulea","Flannagan's Nebulea","Flannagan's Nebulea"
"967","Flatspin","Flatspin","Flatspin"
"968","Flaum","Flaum","Flaum"
"969","Fletcher (CC)","Fletcher (CC)","Fletcher"
"970","Fletcher (FWL)","Fletcher (FWL)","Fletcher"
"971","Fletcher's Feast","Fletcher's Feast","Fletcher's Feast"
"972","Flintoft","Flintoft","Flintoft"
"973","Florarda","Florarda","Florarda"
"974","Florida","Florida","Florida"
"975","Flushing","Flushing","Flushing"
"976","Flychenia","Flychenia","Flychenia"
"977","Flynn","Flynn","Flynn"
"978","Fomalhaut","Fomalhaut","Fomalhaut"
"979","Foochow","Foochow","Foochow"
"980","Foot Fall","Foot Fall","Foot Fall"
"981","Ford","Ford","Ford"
"982","Forkas","Forkas","Forkas"
"983","Fort Loudon","Fort Loudon","Fort Loudon"
"984","Fortymile","Fortymile","Fortymile"
"985","Foster","Foster","Foster"
"986","Franklin","Franklin","Franklin"
"987","Frankson","Frankson","Frankson"
"988","Franmalin","Franmalin","Franmalin"
"989","Frazer","Frazer","Frazer"
"990","Fredotto","Fredotto","Fredotto"
"991","Freedom","Freedom","Freedom"
"992","Freisland","Freisland","Freisland"
"993","Frobisher","Frobisher","Frobisher"
"994","Fronc","Fronc","Fronc"
"995","Frondas","Frondas","Frondas"
"996","Fronde","Fronde","Fronde"
"997","Fröislandis","Fröislandis","Fröislandis"
"998","Fuentes","Fuentes","Fuentes"
"999","Fugeres","Fugeres","Fugeres"
"1000","Fujidera","Fujidera","Fujidera"
"1001","Fukuroi","Fukuroi","Fukuroi"
"1002","Furillo","Furillo","Furillo"
"1003","Furud","Furud","Furud"
"1004","Futuna","Futuna","Futuna"
"1005","Fuveau","Fuveau","Fuveau"
"1006","Fylovar","Fylovar","Fylovar"
"1007","Gabenstad","Gabenstad","Gabenstad"
"1008","Gacrux","Gacrux","Gacrux"
"1009","Gaeri","Gaeri","Gaeri"
"1010","Gahral","Gahral","Gahral"
"1011","Galatea","Galatea","Galatea"
"1012","Galatia III","Galatia III","Galatia"
"1013","Galax","Galax","Galax"
"1014","Galedon V","Galedon V","Galedon"
"1015","Galicia","Galicia","Galicia"
"1016","Galisteo","Galisteo","Galisteo"
"1017","Gallatin","Gallatin","Gallatin"
"1018","Gallery","Gallery","Gallery"
"1019","Gallis","Gallis","Gallis"
"1020","Gallitzin","Gallitzin","Gallitzin"
"1021","Galtor III","Galtor III","Galtor"
"1022","Galuzzo","Galuzzo","Galuzzo"
"1023","Gambarare","Gambarare","Gambarare"
"1024","Gambier","Gambier","Gambier"
"1025","Gambilon","Gambilon","Gambilon"
"1026","Gamlestolen","Gamlestolen","Gamlestolen"
"1027","Gan Singh","Gan Singh","Gan Singh"
"1028","Gandy's Luck","Gandy's Luck","Gandy's Luck"
"1029","Gangtok","Gangtok","Gangtok"
"1030","Gannett","Gannett","Gannett"
"1031","Ganshoren","Ganshoren","Ganshoren"
"1032","Gant","Gant","Gant"
"1033","Gardnaus","Gardnaus","Gardnaus"
"1034","Garrison","Garrison","Garrison"
"1035","Garstedt","Garstedt","Garstedt"
"1036","Gatchina","Gatchina","Gatchina"
"1037","Gatekeeper","Gatekeeper","Gatekeeper"
"1038","Gateway","Gateway","Gateway"
"1039","Gatineau","Gatineau","Gatineau"
"1040","Gaul","Gaul","Gaul"
"1041","Gei-Fu","Gei-Fu","Gei-Fu"
"1042","Geifer","Geifer","Geifer"
"1043","Genf","Genf","Genf"
"1044","Genoa","Genoa","Genoa"
"1045","Gettorf","Gettorf","Gettorf"
"1046","Ghaziabad","Ghaziabad","Ghaziabad"
"1047","Ghent","Ghent","Ghent"
"1048","Ghorepani","Ghorepani","Ghorepani"
"1049","Giausar","Giausar","Giausar"
"1050","Gibbs","Gibbs","Gibbs"
"1051","Gibraltar","Gibraltar","Gibraltar"
"1052","Gibson","Gibson","Gibson"
"1053","Gienah","Gienah","Gienah"
"1054","Gillfillan's Gold","Gillfillan's Gold","Gillfillan's Gold"
"1055","Gillingham","Gillingham","Gillingham"
"1056","Ginestra","Ginestra","Ginestra"
"1057","Gingeria","Gingeria","Gingeria"
"1058","Girondas","Girondas","Girondas"
"1059","Gitarama","Gitarama","Gitarama"
"1060","Giverny","Giverny","Giverny"
"1061","Givrodat","Givrodat","Givrodat"
"1062","Glabach","Glabach","Glabach"
"1063","Gladius","Gladius","Gladius"
"1064","Glasgow","Glasgow","Glasgow"
"1065","Glengarry","Glengarry","Glengarry"
"1066","Glenlivet","Glenlivet","Glenlivet"
"1067","Glenmora","Glenmora","Glenmora"
"1068","Glentworth","Glentworth","Glentworth"
"1069","Glevakha","Glevakha","Glevakha"
"1070","Glitnir","Glitnir","Glitnir"
"1071","Glory","Glory","Glory"
"1072","Gniezno","Gniezno","Gniezno"
"1073","Goat Path","Goat Path","Goat Path"
"1074","Goderich","Goderich","Goderich"
"1075","Goetville","Goetville","Goetville"
"1076","Goito","Goito","Goito"
"1077","Golandrinas","Golandrinas","Golandrinas"
"1078","Goldlure","Goldlure","Goldlure"
"1079","Gomeisa","Gomeisa","Gomeisa"
"1080","Goodna","Goodna","Goodna"
"1081","Gorfynt","Gorfynt","Gorfynt"
"1082","Gorgon","Gorgon","Gorgon"
"1083","Gorki","Gorki","Gorki"
"1084","Goshen","Goshen","Goshen"
"1085","Goslar","Goslar","Goslar"
"1086","Goth Khakar","Goth Khakar","Goth Khakar"
"1087","Gotterdammerung","Gotterdammerung","Gotterdammerung"
"1088","Goubellat","Goubellat","Goubellat"
"1089","Gouderak","Gouderak","Gouderak"
"1090","Graceland","Graceland","Graceland"
"1091","Graham IV","Graham IV","Graham"
"1092","Gram","Gram","Gram"
"1093","Gran","Gran","Gran"
"1094","Granada","Granada","Granada"
"1095","Grand Base","Grand Base","Grand Base"
"1096","Granera","Granera","Granera"
"1097","Grankum","Grankum","Grankum"
"1098","Grant's Station","Grant's Station","Grant's Station"
"1099","Graus","Graus","Graus"
"1100","Gravenhage","Gravenhage","Gravenhage"
"1101","Gravensteen","Gravensteen","Gravensteen"
"1102","Graz","Graz","Graz"
"1103","Great Gorge","Great Gorge","Great Gorge"
"1104","Great X","Great X","Great"
"1105","Greeley","Greeley","Greeley"
"1106","Greenlaw","Greenlaw","Greenlaw"
"1107","Greifswald","Greifswald","Greifswald"
"1108","Greypearl","Greypearl","Greypearl"
"1109","Griffith","Griffith","Griffith"
"1110","Grobin","Grobin","Grobin"
"1111","Gronholt","Gronholt","Gronholt"
"1112","Grootfontein","Grootfontein","Grootfontein"
"1113","Grossbach","Grossbach","Grossbach"
"1114","Grosvenor","Grosvenor","Grosvenor"
"1115","Groveld III","Groveld III","Groveld"
"1116","Grumium","Grumium","Grumium"
"1117","Grunwald","Grunwald","Grunwald"
"1118","Gruyeres","Gruyeres","Gruyeres"
"1119","Guangzho","Guangzho","Guangzho"
"1120","Guatavita","Guatavita","Guatavita"
"1121","Guldra","Guldra","Guldra"
"1122","Gulf Breeze (Commonwealth Mining Outpost 26 3057-)","Commonwealth Mining Outpost 26","Commonwealth Mining Outpost"
"1123","Gulkana","Gulkana","Gulkana"
"1124","Gunthar","Gunthar","Gunthar"
"1125","Gunzburg","Gunzburg","Gunzburg"
"1126","Gurgaldar","Gurgaldar","Gurgaldar"
"1127","Gurnet","Gurnet","Gurnet"
"1128","Gurrnazovo","Gurrnazovo","Gurrnazovo"
"1129","Gustrell","Gustrell","Gustrell"
"1130","Gwithian","Gwithian","Gwithian"
"1131","Gwynedd","Gwynedd","Gwynedd"
"1132","Gypsum","Gypsum","Gypsum"
"1133","Haappajarvi","Haappajarvi","Haappajarvi"
"1134","Hachiman","Hachiman","Hachiman"
"1135","Haddings","Haddings","Haddings"
"1136","Hadnall","Hadnall","Hadnall"
"1137","Haerhbin","Haerhbin","Haerhbin"
"1138","Haggard","Haggard","Haggard"
"1139","Hagiwawa","Hagiwawa","Hagiwawa"
"1140","Hahira","Hahira","Hahira"
"1141","Hainfeld","Hainfeld","Hainfeld"
"1142","Hakkaido","Hakkaido","Hakkaido"
"1143","Halesowen","Halesowen","Halesowen"
"1144","Halfway","Halfway","Halfway"
"1145","Halgrim","Halgrim","Halgrim"
"1146","Halifax","Halifax","Halifax"
"1147","Halkidik","Halkidik","Halkidik"
"1148","Hall","Hall","Hall"
"1149","Halla","Halla","Halla"
"1150","Halloran V","Halloran V","Halloran"
"1151","Halmyre Deans","Halmyre Deans","Halmyre Deans"
"1152","Halstead Station","Halstead Station","Halstead Station"
"1153","Hamal","Hamal","Hamal"
"1154","Hamar","Hamar","Hamar"
"1155","Hamburg","Hamburg","Hamburg"
"1156","Hamilton (FWL)","Hamilton (FWL)","Hamilton"
"1157","Hamilton (LC)","Hamilton (LC)","Hamilton"
"1158","Hammer","Hammer","Hammer"
"1159","Handa","Handa","Handa"
"1160","Hanover","Hanover","Hanover"
"1161","Hanseta","Hanseta","Hanseta"
"1162","Hansii (Itsbur 2822+)","Hansii","Hansii"
"1163","Harbin","Harbin","Harbin"
"1164","Hardcore","Hardcore","Hardcore"
"1165","Hardisey's Haven","Hardisey's Haven","Hardisey's Haven"
"1166","Harlez","Harlez","Harlez"
"1167","Harloc","Harloc","Harloc"
"1168","Harminous","Harminous","Harminous"
"1169","Harmony","Harmony","Harmony"
"1170","Harpster","Harpster","Harpster"
"1171","Harris","Harris","Harris"
"1172","Harrow's Sun","Harrow's Sun","Harrow's Sun"
"1173","Harsefeld","Harsefeld","Harsefeld"
"1174","Hartshill","Hartshill","Hartshill"
"1175","Harvest","Harvest","Harvest"
"1176","Hassad","Hassad","Hassad"
"1177","Hassi R'mel","Hassi R'mel","Hassi R'mel"
"1178","Hastur","Hastur","Hastur"
"1179","Haublan","Haublan","Haublan"
"1180","Havdhem","Havdhem","Havdhem"
"1181","Hawktor","Hawktor","Hawktor"
"1182","Haynesville","Haynesville","Haynesville"
"1183","Hazeldean","Hazeldean","Hazeldean"
"1184","Hazelhurst","Hazelhurst","Hazelhurst"
"1185","Hean","Hean","Hean"
"1186","Heart Fjord","Heart Fjord","Heart Fjord"
"1187","Heathville","Heathville","Heathville"
"1188","Hecheng","Hecheng","Hecheng"
"1189","Hechnar","Hechnar","Hechnar"
"1190","Hector","Hector","Hector"
"1191","Hednesford","Hednesford","Hednesford"
"1192","Hegel","Hegel","Hegel"
"1193","Heidelburg","Heidelburg","Heidelburg"
"1194","Heidrunn","Heidrunn","Heidrunn"
"1195","Heiligendreuz","Heiligendreuz","Heiligendreuz"
"1196","Helduza","Helduza","Helduza"
"1197","Helen","Helen","Helen"
"1198","Heliat","Heliat","Heliat"
"1199","Heligoland","Heligoland","Heligoland"
"1200","Helios","Helios","Helios"
"1201","Helixmar","Helixmar","Helixmar"
"1202","Hell's Paradise","Hell's Paradise","Hell's Paradise"
"1203","Helland","Helland","Helland"
"1204","Hellespont","Hellespont","Hellespont"
"1205","Hellgate","Hellgate","Hellgate"
"1206","Hellos Minor","Hellos Minor","Hellos Minor"
"1207","Helm","Helm","Helm"
"1208","Helsingfors","Helsingfors","Helsingfors"
"1209","Helvetia","Helvetia","Helvetia"
"1210","Helvetica","Helvetica","Helvetica"
"1211","Hephzibah","Hephzibah","Hephzibah"
"1212","Herat (FS)","Herat (FS)","Herat"
"1213","Herbania","Herbania","Herbania"
"1214","Here","Here","Here"
"1215","Hergazil","Hergazil","Hergazil"
"1216","Hermagor","Hermagor","Hermagor"
"1217","Herndon","Herndon","Herndon"
"1218","Herotitus","Herotitus","Herotitus"
"1219","Herrmaz","Herrmaz","Herrmaz"
"1220","Herzberg","Herzberg","Herzberg"
"1221","Hesperus II","Hesperus II","Hesperus"
"1222","Hexare","Hexare","Hexare"
"1223","Hiberius","Hiberius","Hiberius"
"1224","Hibernia","Hibernia","Hibernia"
"1225","Hibuarius","Hibuarius","Hibuarius"
"1226","Hickok","Hickok","Hickok"
"1227","Highspire","Highspire","Highspire"
"1228","Hildaman","Hildaman","Hildaman"
"1229","Hillerod","Hillerod","Hillerod"
"1230","Hinckley","Hinckley","Hinckley"
"1231","Hindmarsh","Hindmarsh","Hindmarsh"
"1232","Hiratsuka","Hiratsuka","Hiratsuka"
"1233","Hirtshals","Hirtshals","Hirtshals"
"1234","Hivrannee","Hivrannee","Hivrannee"
"1235","Hoard","Hoard","Hoard"
"1236","Hobbs","Hobbs","Hobbs"
"1237","Hobson","Hobson","Hobson"
"1238","Hoensbroek","Hoensbroek","Hoensbroek"
"1239","Hoff","Hoff","Hoff"
"1240","Hofn","Hofn","Hofn"
"1241","Hohenems","Hohenems","Hohenems"
"1242","Hollabrunn","Hollabrunn","Hollabrunn"
"1243","Holloway","Holloway","Holloway"
"1244","Holmsbu","Holmsbu","Holmsbu"
"1245","Holt","Holt","Holt"
"1246","Homam","Homam","Homam"
"1247","Home","Home","Home"
"1248","Homer (Zara 2850-)","Zara","Zara"
"1249","Homestead","Homestead","Homestead"
"1250","Hongor","Hongor","Hongor"
"1251","Hongqiao","Hongqiao","Hongqiao"
"1252","Hood IV","Hood IV","Hood"
"1253","Hoonaar","Hoonaar","Hoonaar"
"1254","Horatius","Horatius","Horatius"
"1255","Horgens","Horgens","Horgens"
"1256","Horneburg","Horneburg","Horneburg"
"1257","Hornir's Keep","Hornir's Keep","Hornir's Keep"
"1258","Horsham","Horsham","Horsham"
"1259","Hortense","Hortense","Hortense"
"1260","Hot Springs","Hot Springs","Hot Springs"
"1261","Housekarle","Housekarle","Housekarle"
"1262","Howick","Howick","Howick"
"1263","Howrah","Howrah","Howrah"
