name,pantheon,popularity
Chandanayika,Hindu And Indian,3153
Chinnamastaka,Hindu And Indian,3019
Chitragputas,Hindu And Indian,2537
Daityas,Hindu And Indian,2705
Dakini,Hindu And Indian,3360
Daksa,Hindu And Indian,8221
Deva,Hindu And Indian,6005
Devadatta,Hindu And Indian,2871
Devaki,Hindu And Indian,3540
Devas,Hindu And Indian,3183
Devi,Hindu And Indian,3495
Devis,Hindu And Indian,3434
Dhanistha,Hindu And Indian,2488
Dhanvantari,Hindu And Indian,2455
Dhara,Hindu And Indian,3643
Dharani,Hindu And Indian,2938
Dharma,Hindu And Indian,4222
Dhatar,Hindu And Indian,4938
Dhati Mata,Hindu And Indian,2578
Dhritarashtra,Hindu And Indian,2528
Dhruva,Hindu And Indian,3612
Diti,Hindu And Indian,10881
Draupathi,Hindu And Indian,3090
Durga,Hindu And Indian,19604
Duryodhana,Hindu And Indian,4496
Dyaus,Hindu And Indian,4499
Dyavaprivithi,Hindu And Indian,3006
Eightfold Path,Hindu And Indian,4559
Gandharvas,Hindu And Indian,3075
Ganesh,Hindu And Indian,12587
Ganga,Hindu And Indian,3703
Garuda,Hindu And Indian,5108
Gauri,Hindu And Indian,4336
Gauri(2),Hindu And Indian,4135
Gautama,Hindu And Indian,5396
Gautama Maharishi,Hindu And Indian,5197
Gommateshvara,Hindu And Indian,3030
Hanuman,Hindu And Indian,7469
Hara,Hindu And Indian,6920
Hariti,Hindu And Indian,3754
Hayagriva,Hindu And Indian,2854
Himavat,Hindu And Indian,5428
Hiranyakashipu,Hindu And Indian,4083
Hiranyaksha,Hindu And Indian,2810
Ida,Hindu And Indian,3987
Indra,Hindu And Indian,24850
Indrani,Hindu And Indian,3785
Jagganath,Hindu And Indian,8076
Jalandhara,Hindu And Indian,2956
Jambavan,Hindu And Indian,3167
Jara,Hindu And Indian,4858
Jatayu,Hindu And Indian,3505
Kadru,Hindu And Indian,6639
Kaduvul,Hindu And Indian,3189
Kalanemi,Hindu And Indian,3824
Kali,Hindu And Indian,13940
Kalki,Hindu And Indian,5281
Kama,Hindu And Indian,7577
Kamadhenu,Hindu And Indian,7446
Kamsa,Hindu And Indian,4002
Karni Mata,Hindu And Indian,5696
Karttireya,Hindu And Indian,6308
Kasyapa,Hindu And Indian,4645
Katukilal,Hindu And Indian,2902
Kauravas,Hindu And Indian,2678
Kausalya,Hindu And Indian,2380
Kaushika,Hindu And Indian,3212
Kinnaras,Hindu And Indian,2722
Kistnerappan,Hindu And Indian,2139
Korrawi,Hindu And Indian,3413
Kratu,Hindu And Indian,3744
Krishna,Hindu And Indian,30149
Kubera,Hindu And Indian,4729
Kumbhakarna,Hindu And Indian,3471
Kundalini,Hindu And Indian,3289
Kunti,Hindu And Indian,3151
Kurma,Hindu And Indian,4820
Lakshmana,Hindu And Indian,3591
Lakshmi,Hindu And Indian,8915
Lokapalas,Hindu And Indian,4776
Machilottu,Hindu And Indian,2472
Madri,Hindu And Indian,2706
Madya,Hindu And Indian,2521
Mahakala,Hindu And Indian,5926
Maithuna,Hindu And Indian,2428
Maitreya,Hindu And Indian,17548
Manasa,Hindu And Indian,3246
Mandala,Hindu And Indian,2995
Mansa,Hindu And Indian,2302
Manu,Hindu And Indian,6254
Mara(2),Hindu And Indian,3190
Marichi,Hindu And Indian,4923
Maruts,Hindu And Indian,3900
Matsya,Hindu And Indian,3368
Maya(2),Hindu And Indian,2954
Meru,Hindu And Indian,2815
Mitra,Hindu And Indian,10337
Mmmmm,Hindu And Indian,3219
Muchalinda,Hindu And Indian,4301
Mudra,Hindu And Indian,2488
Murukan,Hindu And Indian,2688
Nagas,Hindu And Indian,3778
Naginas,Hindu And Indian,2637
Nakula,Hindu And Indian,2740
Nandhini,Hindu And Indian,9050
Nandi,Hindu And Indian,4188
Narada,Hindu And Indian,3308
Narasimha,Hindu And Indian,4765
Nirrita,Hindu And Indian,6709
Nirritu,Hindu And Indian,2618
Nirvana,Hindu And Indian,7075
Pancika,Hindu And Indian,3862
Pandavas,Hindu And Indian,3069
Pandu,Hindu And Indian,2896
Parashurama,Hindu And Indian,3258
Parjanya,Hindu And Indian,3804
Parvati,Hindu And Indian,6721
Pisakas,Hindu And Indian,3038
Prahlada,Hindu And Indian,2394
Prajapati,Hindu And Indian,9763
Prisni,Hindu And Indian,4021
Privithi,Hindu And Indian,3765
Pulaha,Hindu And Indian,3570
Pulastja,Hindu And Indian,2725
Purusha,Hindu And Indian,3307
Pushan,Hindu And Indian,4068
Pushpaka,Hindu And Indian,2039
Putana,Hindu And Indian,4012
Rahu,Hindu And Indian,3884
Rakshasas,Hindu And Indian,4630
Rama,Hindu And Indian,7675
Rati,Hindu And Indian,4829
Ratri,Hindu And Indian,6168
Ravana,Hindu And Indian,9957
Rhibus,Hindu And Indian,4159
Rig Veda,Hindu And Indian,2454
Rishis,Hindu And Indian,3038
Rohini,Hindu And Indian,4144
Rudra,Hindu And Indian,8652
Rudrani,Hindu And Indian,4447
Rudras,Hindu And Indian,2102
Rukmini,Hindu And Indian,3222
Sadhyas,Hindu And Indian,5447
Sagara,Hindu And Indian,2339
Sahadeva,Hindu And Indian,2411
Saktassura,Hindu And Indian,2090
Sakti,Hindu And Indian,2902
Salaka Purusas,Hindu And Indian,2739
Samba,Hindu And Indian,4566
Sapta Rishis,Hindu And Indian,6147
Saranyu,Hindu And Indian,5173
Sarasvati,Hindu And Indian,5019
Sati,Hindu And Indian,3388
Savitri,Hindu And Indian,3311
Shakti,Hindu And Indian,2887
Shasti,Hindu And Indian,3799
Shatrughma,Hindu And Indian,2434
Shesha,Hindu And Indian,4009
Shitala,Hindu And Indian,2258
Shiva,Hindu And Indian,39385
Sisupala,Hindu And Indian,4282
Sita,Hindu And Indian,3524
Soma,Hindu And Indian,12371
Sugriva,Hindu And Indian,3217
Sumitra,Hindu And Indian,3063
Surya,Hindu And Indian,5651
Tara,Hindu And Indian,6376
Taraka(2),Hindu And Indian,3543
Tastar,Hindu And Indian,7324
Tirthankaras,Hindu And Indian,2127
Trimurti,Hindu And Indian,6477
Trinavarta,Hindu And Indian,2647
Ugrasena,Hindu And Indian,2419
Uma,Hindu And Indian,7289
Upanishads,Hindu And Indian,2472
Urvashi,Hindu And Indian,2681
Ushas,Hindu And Indian,4392
Vach,Hindu And Indian,5178
Vajrapani,Hindu And Indian,2901
Vali(3),Hindu And Indian,2618
Vamana,Hindu And Indian,4658
Vanadevatas,Hindu And Indian,2823
Varuna,Hindu And Indian,17278
Varuni,Hindu And Indian,6427
Vashishta,Hindu And Indian,3626
Vasudevas,Hindu And Indian,2551
Vasuki,Hindu And Indian,2507
Vasus,Hindu And Indian,3725
Vayu,Hindu And Indian,4049
Vedas,Hindu And Indian,2367
Vibishana,Hindu And Indian,2851
Vinata,Hindu And Indian,7467
Viraj,Hindu And Indian,2526
Virupaksa,Hindu And Indian,2464
Vishnu,Hindu And Indian,28476
Vishvakarman,Hindu And Indian,3368
Vitra,Hindu And Indian,5023
Vivasat,Hindu And Indian,3989
Yab Yum,Hindu And Indian,4953
Yakshas,Hindu And Indian,3229
Yama,Hindu And Indian,21633
Yamuna,Hindu And Indian,3278
Yashas,Hindu And Indian,3010
Yashoda,Hindu And Indian,3890
Yashodhara,Hindu And Indian,2667
Yudhishthira,Hindu And Indian,2935
Adachigahara,Japanese Gods,26582
Aizen Myoo,Japanese Gods,41152
Ajisuke Takahikone,Japanese Gods,18604
Akuma,Japanese Gods,77256
Ama No Minaka Nushi,Japanese Gods,18760
Amaterasu,Japanese Gods,62756
Amatsu Kami,Japanese Gods,18980
Amida,Japanese Gods,36897
Bakemono,Japanese Gods,16576
Baku,Japanese Gods,23622
Benten,Japanese Gods,65195
Bimbogami,Japanese Gods,17462
Bishamon,Japanese Gods,46067
Bommatsuri,Japanese Gods,11882
Bosatsu,Japanese Gods,14726
Chimatano,Japanese Gods,12771
Chujo Hime,Japanese Gods,15965
Chup Kamui,Japanese Gods,12926
Daibutsu,Japanese Gods,13046
Daikoku,Japanese Gods,18754
Dainichi,Japanese Gods,17584
Ebisu,Japanese Gods,19196
Ekibiogama,Japanese Gods,12124
Emma O,Japanese Gods,21563
Fire Flash,Japanese Gods,19443
Fire Fade,Japanese Gods,43571
Fudo,Japanese Gods,16690
Fugen,Japanese Gods,14761
Fujin,Japanese Gods,15831
Fuku Roku Ju,Japanese Gods,19686
Gaki,Japanese Gods,14076
Gama,Japanese Gods,17262
Gekka O,Japanese Gods,12423
Hachiman,Japanese Gods,14275
Hamori,Japanese Gods,11228
Hannya,Japanese Gods,21593
Heike,Japanese Gods,12683
Hoji,Japanese Gods,19998
Hoso No Kami,Japanese Gods,9602
Hosuseri,Japanese Gods,4950
Hotai,Japanese Gods,24286
Hotoke,Japanese Gods,10461
Ida Ten,Japanese Gods,10595
Idzumo,Japanese Gods,9321
Ika Zuchi No Kami,Japanese Gods,10869
In,Japanese Gods,8874
Inari,Japanese Gods,18884
Izanagi,Japanese Gods,52874
Izanami,Japanese Gods,22670
Izu San Gongen,Japanese Gods,8182
Jikoku,Japanese Gods,10550
Jimmu Teno,Japanese Gods,16339
Jizo,Japanese Gods,13559
Jo,Japanese Gods,8902
Jurojin,Japanese Gods,16189
Kagutsuchi,Japanese Gods,18506
Kami,Japanese Gods,16208
Kami Kaze,Japanese Gods,13282
Kannon,Japanese Gods,19501
Kappa,Japanese Gods,17431
Karitei Mo,Japanese Gods,9063
Kasha,Japanese Gods,11509
Kashiwa No Kami,Japanese Gods,7810
Kishijoten,Japanese Gods,15238
Kobo,Japanese Gods,10929
Kojiki,Japanese Gods,10213
Kojin,Japanese Gods,10705
Koki Teno,Japanese Gods,8579
Kongo,Japanese Gods,8933
Kono Hana Sakuya Hime No Kami,Japanese Gods,9553
Kosensei,Japanese Gods,8441
Koya No Myoin,Japanese Gods,6846
Kuku No Chi,Japanese Gods,7465
Kunitokotachi,Japanese Gods,7725
Kunitsu Kami,Japanese Gods,10771
Kusanagi,Japanese Gods,16262
Kwannon,Japanese Gods,12262
Marisha Ten,Japanese Gods,12710
Mawaya No Kami,Japanese Gods,9351
Miroka,Japanese Gods,9865
Miroku,Japanese Gods,13899
Momotaro,Japanese Gods,9610
Monju,Japanese Gods,10482
Moshiriikkwechep,Japanese Gods,7607
Musubi No Kami,Japanese Gods,11354
Nai No Kami,Japanese Gods,10864
Naka Yama Tsui Mi,Japanese Gods,6721
Nichiren,Japanese Gods,8358
Nijuhachi Bushu,Japanese Gods,7557
Ninigi,Japanese Gods,13359
Nyorai,Japanese Gods,8967
Oanomochi,Japanese Gods,9102
Oho Yama,Japanese Gods,9698
Okina,Japanese Gods,11853
Okuninushi,Japanese Gods,12091
Oni,Japanese Gods,21246
Otohime,Japanese Gods,19686
Raiden,Japanese Gods,20158
Raiju,Japanese Gods,24608
Ryujin,Japanese Gods,20950
Sambo Kojin,Japanese Gods,10885
Samebito,Japanese Gods,10410
Sanbai Samo,Japanese Gods,6455
Sangen Samo,Japanese Gods,8998
Sarutahiko Ohkami,Japanese Gods,8803
Seven Gods of Luck,Japanese Gods,45237
Shojo,Japanese Gods,14283
Shoki,Japanese Gods,18848
Shoko O,Japanese Gods,7878
Shoten,Japanese Gods,9981
Sukuna Biko,Japanese Gods,13039
Susano,Japanese Gods,103874
Takami Musubi,Japanese Gods,10180
Tamayon Hine,Japanese Gods,7893
Ten Gu,Japanese Gods,10554
Tsuki Yomi,Japanese Gods,52788
Twelve Heavenly Generals,Japanese Gods,11153
Uba,Japanese Gods,9332
Uke Mochi,Japanese Gods,20924
Umashiashikabihikoji,Japanese Gods,10223
Uzume,Japanese Gods,13908
Yakushi,Japanese Gods,18750
Yo,Japanese Gods,11265
Zao Gongen,Japanese Gods,11758
Zenmyo,Japanese Gods,12377
Zocho,Japanese Gods,13336
Ac Yanto,Maya Gods,19980
Acan,Maya Gods,25337
Acantuns,Maya Gods,15296
Acat,Maya Gods,26262
Ah Bolom Tzacab,Maya Gods,21255
Ah Chicum Ek,Maya Gods,26899
Ah Ciliz,Maya Gods,12819
Ah Cuxtal,Maya Gods,9763
Ah Hoya,Maya Gods,98904
Ah Hulneb,Maya Gods,10207
Ah Kin,Maya Gods,65160
Ah Mucen Cab,Maya Gods,25551
Ah Peku,Maya Gods,14901
Ah Puch,Maya Gods,133580
Ah Tzul,Maya Gods,13730
Ah Uuk Yol Zip,Maya Gods,14117
Akbul,Maya Gods,10639
Alaghom Naom,Maya Gods,13122
Alphabet Gods,Maya Gods,31063
Bacab,Maya Gods,28212
Backlum Chaam,Maya Gods,15637
Balams,Maya Gods,13094
Balanque,Maya Gods,48173
Belachina,Maya Gods,7596
Ben Elaba,Maya Gods,8606
Beydo,Maya Gods,8912
Bolon Dzacab,Maya Gods,19258
Bolon Ti Ku,Maya Gods,10620
Bulkabil,Maya Gods,10469
Buluc Chabtan,Maya Gods,21554
Cabracan,Maya Gods,53410
Cacoch,Maya Gods,12625
Cakulha,Maya Gods,8794
Cama Zotz,Maya Gods,36893
Can Tzicnal,Maya Gods,5389
Caneques,Maya Gods,5876
Cauac,Maya Gods,5728
Chac Chel,Maya Gods,54336
Chac Mool,Maya Gods,12448
Chac Uayeb Xoc,Maya Gods,7926
Chac Xib Chac,Maya Gods,12067
Chibilkin,Maya Gods,5924
Chiccan,Maya Gods,17673
Cit Bolon Tum,Maya Gods,9208
Colicha Cozee,Maya Gods,5440
Copijcha,Maya Gods,6533
Coqueelaa,Maya Gods,7812
Coquenexo,Maya Gods,6027
Coqui Bezelao,Maya Gods,6665
Coqui Huani,Maya Gods,6608
Coqui Xee,Maya Gods,7490
Coyopa,Maya Gods,10505
Cozaana,Maya Gods,7607
Dubdo,Maya Gods,14200
Ek Chuah,Maya Gods,49158
Etz'nab,Maya Gods,17725
Fat God,Maya Gods,15887
Frog God,Maya Gods,17839
God A',Maya Gods,13809
God D,Maya Gods,52392
God E,Maya Gods,32404
God L,Maya Gods,53616
God N,Maya Gods,17956
God S,Maya Gods,24937
Gucumatz,Maya Gods,38718
Hacha Kyum,Maya Gods,8330
Harakan,Maya Gods,20554
Hero Twins,Maya Gods,19668
Hobnil,Maya Gods,5092
Huechaana,Maya Gods,7406
Hun Batz,Maya Gods,15297
Hun Came,Maya Gods,10625
Hun Choen,Maya Gods,9017
Hun Hunahpu,Maya Gods,23117
Hun Nal,Maya Gods,11961
Hun Pic Tok,Maya Gods,7322
Hunab Ku,Maya Gods,16331
Itzam Cab,Maya Gods,5857
Ix,Maya Gods,7724
Ix Chup,Maya Gods,9287
Ix Tub Tun,Maya Gods,7269
Ixpiyacoc,Maya Gods,5898
Ixtab,Maya Gods,14097
Jester Gods,Maya Gods,11578
Ked,Maya Gods,6877
Kedo,Maya Gods,6828
Mbaz,Maya Gods,6959
Mdi,Maya Gods,7282
Mitlan,Maya Gods,16314
Moan,Maya Gods,17301
Monkey Twins,Maya Gods,19212
Mse,Maya Gods,6174
Nahual,Maya Gods,11348
Ndan,Maya Gods,9834
Ndo'yet,Maya Gods,6387
Ndozin,Maya Gods,6589
Nohock Ek,Maya Gods,5337
Old Jaguar Paddler,Maya Gods,10461
Olmec Gods,Maya Gods,17736
Oxlahuntiku,Maya Gods,7479
Palenque Triad,Maya Gods,10716
Pauahtun,Maya Gods,10124
Pichana Gobeche,Maya Gods,6700
Pichanto,Maya Gods,6239
Popo Vuh,Maya Gods,11448
Quiabelagayo,Maya Gods,10274
Tepeu,Maya Gods,13440
Tohil,Maya Gods,12184
Vucab Cakix,Maya Gods,18521
Vucab Hunahpu,Maya Gods,10073
World Tree,Maya Gods,10422
Xbaquiyalo,Maya Gods,8274
Xibalba,Maya Gods,18025
Xmucane,Maya Gods,9081
Xpiyacoc,Maya Gods,8796
Xquic,Maya Gods,11382
Yaluk,Maya Gods,11515
Zipacna,Maya Gods,18793
Abgal,Mesopotamian Gods,12429
Absu,Mesopotamian Gods,32841
Adad,Mesopotamian Gods,14490
Adapa,Mesopotamian Gods,9797
Adrammelech,Mesopotamian Gods,15904
Aja,Mesopotamian Gods,11810
Alalus,Mesopotamian Gods,6817
Allatu,Mesopotamian Gods,26185
Amurru,Mesopotamian Gods,10406
An,Mesopotamian Gods,28888
Anammelech,Mesopotamian Gods,10369
Ansar,Mesopotamian Gods,15781
Anunaki,Mesopotamian Gods,9733
Anzu,Mesopotamian Gods,14966
Aya,Mesopotamian Gods,12938
Babbar,Mesopotamian Gods,8292
Belet Seri,Mesopotamian Gods,10674
Damu,Mesopotamian Gods,9021
Dilmun,Mesopotamian Gods,8254
Dumuzi,Mesopotamian Gods,15528
Ea,Mesopotamian Gods,18695
Ellil,Mesopotamian Gods,16098
Endiku,Mesopotamian Gods,13349
Enki,Mesopotamian Gods,32448
Enmesarra,Mesopotamian Gods,3937
Ennugi,Mesopotamian Gods,6629
Aho Njoku,African Gods,19800
Aje Shaluga,African Gods,22272
Ale,African Gods,26803
Alla,African Gods,26804
Anansi,African Gods,75000
Andriambahomanani,African Gods,23093
Ane,African Gods,26805
Aunt Nancy,African Gods,75001
Azrail,African Gods,23822
Babaluaye,African Gods,38540
Badimo,African Gods,25167
Bayani,African Gods,15652
Bayanni,African Gods,15653
Eda,African Gods,12955
Engai,African Gods,27904
Enkai,African Gods,27905
Esu,African Gods,91559
Evus,African Gods,14130
Gunab,African Gods,18321
Haitsi Aibeb,African Gods,19766
Heitsi,African Gods,19767
Heitsi Eibib,African Gods,19768
Hyel Taku,African Gods,11480
Ida,African Gods,12956
Iyakare,African Gods,20704
Jok Odudu,African Gods,13270
Khodumodurno,African Gods,9468
Leza,African Gods,17586
Mbombo,African Gods,121822
Mbongo,African Gods,121823
Mebeghe,African Gods,11777
Mobokomu,African Gods,8638
Modimo,African Gods,16694
Moshanyana,African Gods,13781
Mugai,African Gods,27906
Mukunga Mbura,African Gods,8790
Natero Kop,African Gods,13213
Ndriananahary,African Gods,8951
Ndriananhary,African Gods,8952
Neiterkob,African Gods,13214
Neiternkob,African Gods,13215
Neiterogob,African Gods,13216
Ninepone Mebeghe,African Gods,10805
Njambe,African Gods,12888
Njambi,African Gods,12889
Njambi Karunga,African Gods,12890
Njemakati,African Gods,7050
None Mebeghe,African Gods,9278
Nummo,African Gods,16098
Nyalitch,African Gods,7220
Nyikang,African Gods,12078
Nyingone Mebeghe,African Gods,10806
Nzambi,African Gods,17370
Nzame,African Gods,17371
Nzame Mebeghe,African Gods,11778
Obaluaye,African Gods,38541
Obambou,African Gods,12168
Obatalá,African Gods,112311
Obàtálá,African Gods,112312
Ocshosi,African Gods,19939
Odudu,African Gods,27352
Odudua,African Gods,14569
Oduduwa,African Gods,27353
Oduwa,African Gods,27354
Odùduwà,African Gods,27355
Oghene,African Gods,7355
Olofi,African Gods,84607
Olokun Su,African Gods,7788
Olokunsu,African Gods,7789
Olorun,African Gods,84608
Olufon,African Gods,112313
Olurun,African Gods,84609
Olòrún,African Gods,84610
Omukuru,African Gods,10691
Omumborombonga,African Gods,10846
Onyame,African Gods,17552
Onyankopon,African Gods,14531
Orisala,African Gods,112314
Orisanla,African Gods,112315
Orisas,African Gods,132182
Orisha,African Gods,132183
Orisha Nla,African Gods,112316
Orisha Popo,African Gods,112317
Orishala,African Gods,112318
Orishas,African Gods,132184
Orixa,African Gods,132185
Orixas,African Gods,132186
Orula,African Gods,18028
Orunmila,African Gods,18029
Oshanla,African Gods,112319
Osun,African Gods,41020
Oxossi,African Gods,19940
Oxósse,African Gods,19941
Oya Iyansan,African Gods,47215
Oyá,African Gods,47216
Pale Fox,African Gods,23712
Qamta,African Gods,23371
Quamta,African Gods,23372
Rugira,African Gods,20705
Rurema,African Gods,20706
Sakpata,African Gods,7163
Shango,African Gods,225845
Shankpana,African Gods,18043
Shonponno,African Gods,18044
Soponna,African Gods,18045
Tsui,African Gods,20855
Tsui //goab,African Gods,20856
Tsui Goab,African Gods,20857
Unkulunkulu,African Gods,21465
Uthlanga,African Gods,12648
Waaqa Tokkichaa,African Gods,17952
Wak,African Gods,17953
Waq,African Gods,17954
Wele,African Gods,12280
Wuona,African Gods,9940
Wuonji,African Gods,9941
Wuonkwere,African Gods,9942
Wuonoru,African Gods,9943
Xango,African Gods,225846
Yemanja,African Gods,80661
Yemaya,African Gods,80662
Yemayah,African Gods,80663
Yembo,African Gods,80664
Yemoja,African Gods,80665
Yemonja,African Gods,80666
Yemowo,African Gods,80667
Zanahary,African Gods,18880
Biame,Australian Aboriginal,23380
Dreamtime,Australian Aboriginal,22086
Eingana,Australian Aboriginal,22595
Einganu,Australian Aboriginal,22596
Kalseru,Australian Aboriginal,45281
Kidilli,Australian Aboriginal,8820
Kunapipi,Australian Aboriginal,8553
Mankara Waka Ya Pirna,Australian Aboriginal,4636
Marrallang,Australian Aboriginal,6349
Mokpoi,Australian Aboriginal,10874
Mura Mura,Australian Aboriginal,4056
Nurundere,Australian Aboriginal,19878
Papang,Australian Aboriginal,19879
Rainbow Snake,Australian Aboriginal,45282
Wallungunder,Australian Aboriginal,10310
Waramurungundju,Australian Aboriginal,9457
Wati Kutjara,Australian Aboriginal,7939
Wawalak,Australian Aboriginal,4263
Wawalug,Australian Aboriginal,4264
Wondjina,Australian Aboriginal,39630
Wurugag,Australian Aboriginal,7238
Yurlungur,Australian Aboriginal,7010
Acolnahuacatl,Aztec Gods,30551
Atlatonin,Aztec Gods,13155
Centeotl,Aztec Gods,17146
Chalchiuhtlicue,Aztec Gods,32757
Chicomeccatl,Aztec Gods,14362
Chicomecoatl,Aztec Gods,14363
Cihuacoatl,Aztec Gods,11294
Cihuateto,Aztec Gods,8964
Cochimetl,Aztec Gods,8424
Coyolxauhqui,Aztec Gods,18807
Drunken Rabbits,Aztec Gods,24711
Huehuecoyotl,Aztec Gods,18019
Itztli,Aztec Gods,8784
Macuil Tonaleque,Aztec Gods,17203
Macuilcozcacuahtli,Aztec Gods,8279
Macuilcuetzpalin,Aztec Gods,9476
Macuilcuetzpalli,Aztec Gods,9477
Macuilmalinalli,Aztec Gods,7785
Macuiltochtli,Aztec Gods,9654
Macuiltonaleque,Aztec Gods,17204
Macuilxochitl,Aztec Gods,15424
Macuilxòchitl,Aztec Gods,15425
Malinalxochitl,Aztec Gods,9288
Maquiltonaleque,Aztec Gods,17205
Matlalcueitl,Aztec Gods,32758
Matlalcueyeh,Aztec Gods,32759
Mayahuel,Aztec Gods,14243
Mayouel,Aztec Gods,14244
Metztli,Aztec Gods,21013
Mextli,Aztec Gods,14969
Mictlancihuatl,Aztec Gods,19767
Mictlantecuhtzi,Aztec Gods,29794
Montezuma,Aztec Gods,13004
Motecuhzoma,Aztec Gods,13005
Nanahuatl,Aztec Gods,22734
Nanahuatzin,Aztec Gods,22735
Nanauatzin,Aztec Gods,22736
Nanautzin,Aztec Gods,22737
Old Old Coyote,Aztec Gods,18020
Omeciuatl,Aztec Gods,13374
Ometecuhtli,Aztec Gods,36902
Ometecutli,Aztec Gods,36903
Ometeoltloque,Aztec Gods,36904
Piquete Zina,Aztec Gods,34541
Piquete Ziña,Aztec Gods,34542
Quetzalcoatl,Aztec Gods,71772
Tecuciztecal,Aztec Gods,19855
Tecuciztecatl,Aztec Gods,19856
Temazcalteci,Aztec Gods,10129
Teotihuacan,Aztec Gods,17208
Teoyaomqui,Aztec Gods,7120
Tepeyollotli,Aztec Gods,11504
Tepoztecatl,Aztec Gods,10993
Tepoztécatl,Aztec Gods,10994
Teteoinnan,Aztec Gods,10089
Tetoinnan,Aztec Gods,10090
Tezcalipoca,Aztec Gods,35253
Tezcatlipoca,Aztec Gods,35254
Tezcatzonttécatl,Aztec Gods,10995
Titlacauan,Aztec Gods,35255
Tlahuixcalpantecuhtli,Aztec Gods,11912
Tlahuizcalpantecuhtli,Aztec Gods,11913
Tlahuizcalpantecutli,Aztec Gods,11914
Tlalli Iyollo,Aztec Gods,10091
Tlaloc,Aztec Gods,37464
Tlazolteotl,Aztec Gods,14247
Tlazolteotli,Aztec Gods,14248
Tlazoltéotl,Aztec Gods,14249
Tloque Nahuaque,Aztec Gods,36905
Tloquenahuaque,Aztec Gods,5783
Tlàloc,Aztec Gods,37465
Toci,Aztec Gods,10092
Tocitzin,Aztec Gods,10093
Tomoanchan,Aztec Gods,10700
Ueueteotl,Aztec Gods,21755
Uitzilopochtli,Aztec Gods,48976
Uixtochihuatl,Aztec Gods,13316
Xilonen,Aztec Gods,14364
Xipe Totec,Aztec Gods,18955
Xiuhtecuhtli,Aztec Gods,21756
Xochipilli,Aztec Gods,19361
Xólotl,Aztec Gods,37362
Yiacatecuhtli,Aztec Gods,16354
Asvinia,Baltic Gods,5024
Asviniai,Baltic Gods,5025
Auschauts,Baltic Gods,3550
Ausschauts,Baltic Gods,3551
Austerine,Baltic Gods,13547
Autrympas,Baltic Gods,5753
Aušrinė,Baltic Gods,13548
Ašvieniai,Baltic Gods,5026
Cerklicing,Baltic Gods,12694
Ceroklis,Baltic Gods,12695
Dewing Cerklicing,Baltic Gods,12696
Dewing Usching,Baltic Gods,4551
Deywis,Baltic Gods,25424
Dievas,Baltic Gods,25425
Dievs,Baltic Gods,25426
Eglė,Baltic Gods,6649
Gabija,Baltic Gods,8180
Gabjaujas,Baltic Gods,3001
Gabjaujis,Baltic Gods,3002
Grauduse,Baltic Gods,4636
Greklicing,Baltic Gods,12697
Jurata,Baltic Gods,7422
Jurate,Baltic Gods,7423
Jūratė,Baltic Gods,7424
Kalvelis,Baltic Gods,4445
Keliukis,Baltic Gods,2588
Kremata,Baltic Gods,3591
Kupolė,Baltic Gods,3586
Laimas Mate,Baltic Gods,8676
Laimas Māte,Baltic Gods,8677
Laime,Baltic Gods,8678
Laukamat,Baltic Gods,4298
Laumes,Baltic Gods,7596
Laumės,Baltic Gods,7597
Lielais Auseklis,Baltic Gods,6653
Mara,Baltic Gods,6666
Medziojna,Baltic Gods,2973
Meidein,Baltic Gods,17299
Meidene,Baltic Gods,17300
Meness,Baltic Gods,8553
Menulis,Baltic Gods,8554
Menuo,Baltic Gods,8555
Mezavirs,Baltic Gods,2579
Māra,Baltic Gods,6667
Mārša,Baltic Gods,6668
Mēness,Baltic Gods,8556
Mėnuo,Baltic Gods,8557
Perkana,Baltic Gods,21888
Perkonis,Baltic Gods,21889
Perkunas,Baltic Gods,21890
Perkunis,Baltic Gods,21891
Perkūnas,Baltic Gods,21892
Picollos,Baltic Gods,5228
Piena Mate,Baltic Gods,6669
Pikuolis,Baltic Gods,5229
Pilvytis,Baltic Gods,4574
Potrimpo,Baltic Gods,5243
Pušaitis,Baltic Gods,5619
Puškaitis,Baltic Gods,5620
Raugo Žemepatis,Baltic Gods,3933
Raugupatis,Baltic Gods,3934
Saulė,Baltic Gods,17632
Siliniez,Baltic Gods,3950
Televelis,Baltic Gods,4446
Teliavelis,Baltic Gods,4447
Usins,Baltic Gods,4552
Vaižgantas,Baltic Gods,2595
Zvoruna,Baltic Gods,17301
Ūsinš,Baltic Gods,4553
Žaltys,Baltic Gods,13929
Žemepatis,Baltic Gods,6273
Žemyna,Baltic Gods,14402
Žvorūna,Baltic Gods,17302
Agayu,Voudou Gods,11233
Ayida Weddo,Voudou Gods,23711
Ayida Wedo,Voudou Gods,23712
Baron Cimetière,Voudou Gods,21380
Baron Saturday,Voudou Gods,66055
Bondje,Voudou Gods,37343
Bondye,Voudou Gods,37344
Cimetiere,Voudou Gods,21381
Damballa Wedo,Voudou Gods,21232
Damballah,Voudou Gods,21233
Damballah Wedo,Voudou Gods,21234
Djo,Voudou Gods,37345
Erzulie,Voudou Gods,25135
Erzulie Freyda,Voudou Gods,8763
Erzulie Ge Rouge,Voudou Gods,9392
Erzulie Mapiangue,Voudou Gods,8737
Erzulie Mapiangueh,Voudou Gods,8738
Erzulie Toho,Voudou Gods,7466
Ezili Danto,Voudou Gods,9867
