Country or Area,Year,Area,Sex,Language,Record Type,Reliability,Source Year,Value
Australia,2016,Rural,Female,Ngarrindjeri,Census - de jure - complete tabulation,"Final figure, complete",2017,67
Australia,2016,Rural,Female,"Nhangu, nec",Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,Niue,Census - de jure - complete tabulation,"Final figure, complete",2017,5
Australia,2016,Rural,Female,"Non-verbal, so described",Census - de jure - complete tabulation,"Final figure, complete",2017,403
Australia,2016,Rural,Female,Norf'k-Pitcairn,Census - de jure - complete tabulation,"Final figure, complete",2017,380
Australia,2016,Rural,Female,Nuer,Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,Nunggubuyu,Census - de jure - complete tabulation,"Final figure, complete",2017,128
Australia,2016,Rural,Female,Nyamal,Census - de jure - complete tabulation,"Final figure, complete",2017,15
Australia,2016,Rural,Female,Nyangumarta,Census - de jure - complete tabulation,"Final figure, complete",2017,94
Australia,2016,Rural,Female,Nyanja (Chichewa),Census - de jure - complete tabulation,"Final figure, complete",2017,4
Australia,2016,Rural,Female,Nyikina,Census - de jure - complete tabulation,"Final figure, complete",2017,27
Australia,2016,Rural,Female,Nyungar,Census - de jure - complete tabulation,"Final figure, complete",2017,19
Australia,2016,Rural,Female,"Oceanian Pidgins and Creoles, nec",Census - de jure - complete tabulation,"Final figure, complete",2017,5
Australia,2016,Rural,Female,"Oceanian Pidgins and Creoles, nfd",Census - de jure - complete tabulation,"Final figure, complete",2017,3
Australia,2016,Rural,Female,"Other Australian Indigenous Languages, nec",Census - de jure - complete tabulation,"Final figure, complete",2017,39
Australia,2016,Rural,Female,"Other Australian Indigenous Languages, nfd",Census - de jure - complete tabulation,"Final figure, complete",2017,17
Australia,2016,Rural,Female,"Other Eastern Asian Languages, nec",Census - de jure - complete tabulation,"Final figure, complete",2017,4
Australia,2016,Rural,Female,"Other Eastern Asian Languages, nfd",Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,"Other Eastern European Languages, nec",Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,"Other Eastern European Languages, nfd",Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,"Other Languages, nfd",Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,"Other Southern European Languages, nec",Census - de jure - complete tabulation,"Final figure, complete",2017,4
Australia,2016,Rural,Female,"Other Southwest and Central Asian Languages, nec",Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,Paakantyi,Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,"Pacific Austronesian Languages, nec",Census - de jure - complete tabulation,"Final figure, complete",2017,5
Australia,2016,Rural,Female,"Pacific Austronesian Languages, nfd",Census - de jure - complete tabulation,"Final figure, complete",2017,5
Australia,2016,Rural,Female,Palyku/Nyiyaparli,Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,Pampangan,Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,"Papua New Guinea Languages, nec",Census - de jure - complete tabulation,"Final figure, complete",2017,7
Australia,2016,Rural,Female,"Papua New Guinea Languages, nfd",Census - de jure - complete tabulation,"Final figure, complete",2017,28
Australia,2016,Rural,Female,Persian (excluding Dari),Census - de jure - complete tabulation,"Final figure, complete",2017,119
Australia,2016,Rural,Female,"Pidgin, nfd",Census - de jure - complete tabulation,"Final figure, complete",2017,61
Australia,2016,Rural,Female,Pintupi,Census - de jure - complete tabulation,"Final figure, complete",2017,74
Australia,2016,Rural,Female,Pitjantjatjara,Census - de jure - complete tabulation,"Final figure, complete",2017,1385
Australia,2016,Rural,Female,"Portuguese Creole, nfd",Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,Rembarrnga,Census - de jure - complete tabulation,"Final figure, complete",2017,8
Australia,2016,Rural,Female,Rirratjingu,Census - de jure - complete tabulation,"Final figure, complete",2017,9
Australia,2016,Rural,Female,Ritharrngu,Census - de jure - complete tabulation,"Final figure, complete",2017,11
Australia,2016,Rural,Female,Rohingya,Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,"Scandinavian, nec",Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,"Scandinavian, nfd",Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,"Serbo-Croatian/Yugoslavian, so described",Census - de jure - complete tabulation,"Final figure, complete",2017,95
Australia,2016,Rural,Female,Seychelles Creole,Census - de jure - complete tabulation,"Final figure, complete",2017,4
Australia,2016,Rural,Female,Shilluk,Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,"Sign Languages, nec",Census - de jure - complete tabulation,"Final figure, complete",2017,3
Australia,2016,Rural,Female,"Sign Languages, nfd",Census - de jure - complete tabulation,"Final figure, complete",2017,44
Australia,2016,Rural,Female,Slovene,Census - de jure - complete tabulation,"Final figure, complete",2017,102
Australia,2016,Rural,Female,Solomon Islands Pijin,Census - de jure - complete tabulation,"Final figure, complete",2017,14
Australia,2016,Rural,Female,"South Slavic, nfd",Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,"Southeast Asian Austronesian Languages, nec",Census - de jure - complete tabulation,"Final figure, complete",2017,12
Australia,2016,Rural,Female,"Southeast Asian Austronesian Languages, nfd",Census - de jure - complete tabulation,"Final figure, complete",2017,5
Australia,2016,Rural,Female,"Southeast Asian Languages, nfd",Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,"Southern Asian Languages, nfd",Census - de jure - complete tabulation,"Final figure, complete",2017,43
Australia,2016,Rural,Female,"Southern European Languages, nfd",Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,"Southwest and Central Asian Languages, nfd",Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,"Spanish Creole, nfd",Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,"Swiss, so described",Census - de jure - complete tabulation,"Final figure, complete",2017,88
Australia,2016,Rural,Female,"Tai, nec",Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,"Tai, nfd",Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,Themne,Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,Timorese,Census - de jure - complete tabulation,"Final figure, complete",2017,3
Australia,2016,Rural,Female,Tiwi,Census - de jure - complete tabulation,"Final figure, complete",2017,308
Australia,2016,Rural,Female,Tjupany,Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,Tok Pisin (Neomelanesian),Census - de jure - complete tabulation,"Final figure, complete",2017,120
Australia,2016,Rural,Female,"Torres Strait Island Languages, nfd",Census - de jure - complete tabulation,"Final figure, complete",2017,28
Australia,2016,Rural,Female,"Turkic, nec",Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,"Turkic, nfd",Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,Waanyi,Census - de jure - complete tabulation,"Final figure, complete",2017,5
Australia,2016,Rural,Female,Wagilak,Census - de jure - complete tabulation,"Final figure, complete",2017,15
Australia,2016,Rural,Female,Wagiman,Census - de jure - complete tabulation,"Final figure, complete",2017,7
Australia,2016,Rural,Female,Wajarri,Census - de jure - complete tabulation,"Final figure, complete",2017,31
Australia,2016,Rural,Female,Walmajarri,Census - de jure - complete tabulation,"Final figure, complete",2017,95
Australia,2016,Rural,Female,Wambaya,Census - de jure - complete tabulation,"Final figure, complete",2017,18
Australia,2016,Rural,Female,Wangkajunga,Census - de jure - complete tabulation,"Final figure, complete",2017,5
Australia,2016,Rural,Female,Wangkangurru,Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,Wangkatha,Census - de jure - complete tabulation,"Final figure, complete",2017,47
Australia,2016,Rural,Female,Wangurri,Census - de jure - complete tabulation,"Final figure, complete",2017,24
Australia,2016,Rural,Female,Wardaman,Census - de jure - complete tabulation,"Final figure, complete",2017,20
Australia,2016,Rural,Female,Warlmanpa,Census - de jure - complete tabulation,"Final figure, complete",2017,3
Australia,2016,Rural,Female,Warlpiri,Census - de jure - complete tabulation,"Final figure, complete",2017,966
Australia,2016,Rural,Female,Warnman,Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,Warramiri,Census - de jure - complete tabulation,"Final figure, complete",2017,4
Australia,2016,Rural,Female,Warumungu,Census - de jure - complete tabulation,"Final figure, complete",2017,32
Australia,2016,Rural,Female,Wergaia,Census - de jure - complete tabulation,"Final figure, complete",2017,5
Australia,2016,Rural,Female,Western Arrarnta,Census - de jure - complete tabulation,"Final figure, complete",2017,187
Australia,2016,Rural,Female,Wik Mungkan,Census - de jure - complete tabulation,"Final figure, complete",2017,117
Australia,2016,Rural,Female,Wik Ngathan,Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,Wiradjuri,Census - de jure - complete tabulation,"Final figure, complete",2017,22
Australia,2016,Rural,Female,Worrorra,Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,Wubulkarra,Census - de jure - complete tabulation,"Final figure, complete",2017,7
Australia,2016,Rural,Female,Wunambal,Census - de jure - complete tabulation,"Final figure, complete",2017,7
Australia,2016,Rural,Female,Wurlaki,Census - de jure - complete tabulation,"Final figure, complete",2017,8
Australia,2016,Rural,Female,Yankunytjatjara,Census - de jure - complete tabulation,"Final figure, complete",2017,200
Australia,2016,Rural,Female,Yanyuwa,Census - de jure - complete tabulation,"Final figure, complete",2017,8
Australia,2016,Rural,Female,Yawuru,Census - de jure - complete tabulation,"Final figure, complete",2017,4
Australia,2016,Rural,Female,Yidiny,Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,Yindjibarndi,Census - de jure - complete tabulation,"Final figure, complete",2017,155
Australia,2016,Rural,Female,Yinhawangka,Census - de jure - complete tabulation,"Final figure, complete",2017,11
Australia,2016,Rural,Female,"Yolngu Matha, nfd",Census - de jure - complete tabulation,"Final figure, complete",2017,220
Australia,2016,Rural,Female,Yorta Yorta,Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,Yugambeh,Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2016,Rural,Female,Yulparija,Census - de jure - complete tabulation,"Final figure, complete",2017,5
Australia,2016,Rural,Female,Yumplatok (Torres Strait Creole),Census - de jure - complete tabulation,"Final figure, complete",2017,1738
Australia,2016,Rural,Female,Zomi,Census - de jure - complete tabulation,"Final figure, complete",2017,0
Australia,2011,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,21507719
Australia,2011,Total,Both Sexes,Albanian,Census - de jure - complete tabulation,"Final figure, complete",2012,8944
Australia,2011,Total,Both Sexes,Arabic,Census - de jure - complete tabulation,"Final figure, complete",2012,287178
Australia,2011,Total,Both Sexes,Armenian,Census - de jure - complete tabulation,"Final figure, complete",2012,9707
Australia,2011,Total,Both Sexes,Assyrian,Census - de jure - complete tabulation,"Final figure, complete",2012,21479
Australia,2011,Total,Both Sexes,Australian Indigenous languages,Census - de jure - complete tabulation,"Final figure, complete",2012,61798
Australia,2011,Total,Both Sexes,Afrikaans,Census - de jure - complete tabulation,"Final figure, complete",2012,35030
Australia,2011,Total,Both Sexes,Bengali,Census - de jure - complete tabulation,"Final figure, complete",2012,35645
Australia,2011,Total,Both Sexes,Bosnian,Census - de jure - complete tabulation,"Final figure, complete",2012,16270
Australia,2011,Total,Both Sexes,Burmese,Census - de jure - complete tabulation,"Final figure, complete",2012,12337
Australia,2011,Total,Both Sexes,Cantonese,Census - de jure - complete tabulation,"Final figure, complete",2012,263674
Australia,2011,Total,Both Sexes,Chinese,Census - de jure - complete tabulation,"Final figure, complete",2012,23798
Australia,2011,Total,Both Sexes,Creole,Census - de jure - complete tabulation,"Final figure, complete",2012,3981
Australia,2011,Total,Both Sexes,Croatian,Census - de jure - complete tabulation,"Final figure, complete",2012,61546
Australia,2011,Total,Both Sexes,Danish,Census - de jure - complete tabulation,"Final figure, complete",2012,5751
Australia,2011,Total,Both Sexes,Dutch,Census - de jure - complete tabulation,"Final figure, complete",2012,37247
Australia,2011,Total,Both Sexes,English,Census - de jure - complete tabulation,"Final figure, complete",2012,16509289
Australia,2011,Total,Both Sexes,Fijian,Census - de jure - complete tabulation,"Final figure, complete",2012,6828
Australia,2011,Total,Both Sexes,Pilipino,Census - de jure - complete tabulation,"Final figure, complete",2012,55402
Australia,2011,Total,Both Sexes,Finnish,Census - de jure - complete tabulation,"Final figure, complete",2012,5971
Australia,2011,Total,Both Sexes,French,Census - de jure - complete tabulation,"Final figure, complete",2012,57740
Australia,2011,Total,Both Sexes,German,Census - de jure - complete tabulation,"Final figure, complete",2012,80370
Australia,2011,Total,Both Sexes,Greek,Census - de jure - complete tabulation,"Final figure, complete",2012,252217
Australia,2011,Total,Both Sexes,Gujarati,Census - de jure - complete tabulation,"Final figure, complete",2012,34212
Australia,2011,Total,Both Sexes,Hakka,Census - de jure - complete tabulation,"Final figure, complete",2012,8922
Australia,2011,Total,Both Sexes,Hebrew,Census - de jure - complete tabulation,"Final figure, complete",2012,9664
Australia,2011,Total,Both Sexes,Hindi,Census - de jure - complete tabulation,"Final figure, complete",2012,111352
Australia,2011,Total,Both Sexes,Hungarian,Census - de jure - complete tabulation,"Final figure, complete",2012,20880
Australia,2011,Total,Both Sexes,Indonesian,Census - de jure - complete tabulation,"Final figure, complete",2012,55869
Australia,2011,Total,Both Sexes,Italian,Census - de jure - complete tabulation,"Final figure, complete",2012,299832
Australia,2011,Total,Both Sexes,Japanese,Census - de jure - complete tabulation,"Final figure, complete",2012,43691
Australia,2011,Total,Both Sexes,Kannada,Census - de jure - complete tabulation,"Final figure, complete",2012,5927
Australia,2011,Total,Both Sexes,Khmer,Census - de jure - complete tabulation,"Final figure, complete",2012,29518
Australia,2011,Total,Both Sexes,Korean,Census - de jure - complete tabulation,"Final figure, complete",2012,79783
Australia,2011,Total,Both Sexes,Kurd,Census - de jure - complete tabulation,"Final figure, complete",2012,4588
Australia,2011,Total,Both Sexes,Latvian,Census - de jure - complete tabulation,"Final figure, complete",2012,3626
Australia,2011,Total,Both Sexes,Macedonian,Census - de jure - complete tabulation,"Final figure, complete",2012,68848
Australia,2011,Total,Both Sexes,Malay,Census - de jure - complete tabulation,"Final figure, complete",2012,16565
Australia,2011,Total,Both Sexes,Malayalam,Census - de jure - complete tabulation,"Final figure, complete",2012,25111
Australia,2011,Total,Both Sexes,Maltese,Census - de jure - complete tabulation,"Final figure, complete",2012,34397
Australia,2011,Total,Both Sexes,Mandarin,Census - de jure - complete tabulation,"Final figure, complete",2012,336408
Australia,2011,Total,Both Sexes,Maori,Census - de jure - complete tabulation,"Final figure, complete",2012,9978
Australia,2011,Total,Both Sexes,Marathi,Census - de jure - complete tabulation,"Final figure, complete",2012,8572
Australia,2011,Total,Both Sexes,Nepali,Census - de jure - complete tabulation,"Final figure, complete",2012,27154
Australia,2011,Total,Both Sexes,Norwegian,Census - de jure - complete tabulation,"Final figure, complete",2012,2675
Australia,2011,Total,Both Sexes,Not stated,Census - de jure - complete tabulation,"Final figure, complete",2012,1085490
Australia,2011,Total,Both Sexes,Persian,Census - de jure - complete tabulation,"Final figure, complete",2012,34562
Australia,2011,Total,Both Sexes,Polish,Census - de jure - complete tabulation,"Final figure, complete",2012,50694
Australia,2011,Total,Both Sexes,Pashto,Census - de jure - complete tabulation,"Final figure, complete",2012,4801
Australia,2011,Total,Both Sexes,Portuguese,Census - de jure - complete tabulation,"Final figure, complete",2012,33351
Australia,2011,Total,Both Sexes,Punjabi,Census - de jure - complete tabulation,"Final figure, complete",2012,71229
Australia,2011,Total,Both Sexes,Romanian,Census - de jure - complete tabulation,"Final figure, complete",2012,12251
Australia,2011,Total,Both Sexes,Russian,Census - de jure - complete tabulation,"Final figure, complete",2012,44058
Australia,2011,Total,Both Sexes,Samoan,Census - de jure - complete tabulation,"Final figure, complete",2012,36576
Australia,2011,Total,Both Sexes,Serbian,Census - de jure - complete tabulation,"Final figure, complete",2012,55112
Australia,2011,Total,Both Sexes,Sinhalese,Census - de jure - complete tabulation,"Final figure, complete",2012,48193
Australia,2011,Total,Both Sexes,Slovak,Census - de jure - complete tabulation,"Final figure, complete",2012,4992
Australia,2011,Total,Both Sexes,Slovenian,Census - de jure - complete tabulation,"Final figure, complete",2012,4184
Australia,2011,Total,Both Sexes,Spanish,Census - de jure - complete tabulation,"Final figure, complete",2012,117497
Australia,2011,Total,Both Sexes,Swedish,Census - de jure - complete tabulation,"Final figure, complete",2012,7330
Australia,2011,Total,Both Sexes,Tagalog,Census - de jure - complete tabulation,"Final figure, complete",2012,81455
Australia,2011,Total,Both Sexes,Tamil,Census - de jure - complete tabulation,"Final figure, complete",2012,50152
Australia,2011,Total,Both Sexes,Telugu,Census - de jure - complete tabulation,"Final figure, complete",2012,18722
Australia,2011,Total,Both Sexes,Thai,Census - de jure - complete tabulation,"Final figure, complete",2012,36681
Australia,2011,Total,Both Sexes,Tongan,Census - de jure - complete tabulation,"Final figure, complete",2012,16007
Australia,2011,Total,Both Sexes,Turkish,Census - de jure - complete tabulation,"Final figure, complete",2012,59623
Australia,2011,Total,Both Sexes,Ukrainian,Census - de jure - complete tabulation,"Final figure, complete",2012,7763
Australia,2011,Total,Both Sexes,Urdu,Census - de jure - complete tabulation,"Final figure, complete",2012,36835
Australia,2011,Total,Both Sexes,Vietnamese,Census - de jure - complete tabulation,"Final figure, complete",2012,233387
Australia,2011,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2012,93143
Australia,2011,Total,Both Sexes,Cook Islands Maori,Census - de jure - complete tabulation,"Final figure, complete",2012,4638
Australia,2011,Total,Both Sexes,Indo-Aryan,Census - de jure - complete tabulation,"Final figure, complete",2012,4231
Australia,2011,Total,Both Sexes,Serbo-Croatian,Census - de jure - complete tabulation,"Final figure, complete",2012,6688
Australia,2011,Total,Both Sexes,Lao,Census - de jure - complete tabulation,"Final figure, complete",2012,9540
Australia,2011,Total,Both Sexes,Non-verbal/inadequately described,Census - de jure - complete tabulation,"Final figure, complete",2012,21908
Australia,2011,Total,Both Sexes,"Southern Asian, nfd",Census - de jure - complete tabulation,"Final figure, complete",2012,8151
Australia,2011,Total,Both Sexes,African Languages (excl. North Africa),Census - de jure - complete tabulation,"Final figure, complete",2012,73741
Australia,2011,Total,Both Sexes,Dari,Census - de jure - complete tabulation,"Final figure, complete",2012,20179
Australia,2011,Total,Both Sexes,Auslan,Census - de jure - complete tabulation,"Final figure, complete",2013,8407
Australia,2011,Total,Both Sexes,Min Nan,Census - de jure - complete tabulation,"Final figure, complete",2013,16374
Australia,2011,Total,Male,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,10634012
Australia,2011,Total,Male,Albanian,Census - de jure - complete tabulation,"Final figure, complete",2012,4516
Australia,2011,Total,Male,Arabic,Census - de jure - complete tabulation,"Final figure, complete",2012,147232
Australia,2011,Total,Male,Armenian,Census - de jure - complete tabulation,"Final figure, complete",2012,4609
Australia,2011,Total,Male,Assyrian,Census - de jure - complete tabulation,"Final figure, complete",2012,10471
Australia,2011,Total,Male,Australian Indigenous languages,Census - de jure - complete tabulation,"Final figure, complete",2012,29863
Australia,2011,Total,Male,Afrikaans,Census - de jure - complete tabulation,"Final figure, complete",2012,17419
Australia,2011,Total,Male,Bengali,Census - de jure - complete tabulation,"Final figure, complete",2012,19677
Australia,2011,Total,Male,Bosnian,Census - de jure - complete tabulation,"Final figure, complete",2012,7998
Australia,2011,Total,Male,Burmese,Census - de jure - complete tabulation,"Final figure, complete",2012,5975
Australia,2011,Total,Male,Cantonese,Census - de jure - complete tabulation,"Final figure, complete",2012,123790
Australia,2011,Total,Male,Chinese,Census - de jure - complete tabulation,"Final figure, complete",2012,11620
Australia,2011,Total,Male,Creole,Census - de jure - complete tabulation,"Final figure, complete",2012,1897
Australia,2011,Total,Male,Croatian,Census - de jure - complete tabulation,"Final figure, complete",2012,29869
Australia,2011,Total,Male,Danish,Census - de jure - complete tabulation,"Final figure, complete",2012,2704
Australia,2011,Total,Male,Dutch,Census - de jure - complete tabulation,"Final figure, complete",2012,16730
Australia,2011,Total,Male,English,Census - de jure - complete tabulation,"Final figure, complete",2012,8147579
Australia,2011,Total,Male,Fijian,Census - de jure - complete tabulation,"Final figure, complete",2012,3369
Australia,2011,Total,Male,Pilipino,Census - de jure - complete tabulation,"Final figure, complete",2012,22393
Australia,2011,Total,Male,Finnish,Census - de jure - complete tabulation,"Final figure, complete",2012,2621
Australia,2011,Total,Male,French,Census - de jure - complete tabulation,"Final figure, complete",2012,27670
Australia,2011,Total,Male,German,Census - de jure - complete tabulation,"Final figure, complete",2012,36881
Australia,2011,Total,Male,Greek,Census - de jure - complete tabulation,"Final figure, complete",2012,123463
Australia,2011,Total,Male,Gujarati,Census - de jure - complete tabulation,"Final figure, complete",2012,18514
Australia,2011,Total,Male,Hakka,Census - de jure - complete tabulation,"Final figure, complete",2012,4378
Australia,2011,Total,Male,Hebrew,Census - de jure - complete tabulation,"Final figure, complete",2012,5079
Australia,2011,Total,Male,Hindi,Census - de jure - complete tabulation,"Final figure, complete",2012,57922
Australia,2011,Total,Male,Hungarian,Census - de jure - complete tabulation,"Final figure, complete",2012,9421
Australia,2011,Total,Male,Indonesian,Census - de jure - complete tabulation,"Final figure, complete",2012,26036
Australia,2011,Total,Male,Italian,Census - de jure - complete tabulation,"Final figure, complete",2012,144428
Australia,2011,Total,Male,Japanese,Census - de jure - complete tabulation,"Final figure, complete",2012,17868
Australia,2011,Total,Male,Kannada,Census - de jure - complete tabulation,"Final figure, complete",2012,3056
Australia,2011,Total,Male,Khmer,Census - de jure - complete tabulation,"Final figure, complete",2012,13862
Australia,2011,Total,Male,Korean,Census - de jure - complete tabulation,"Final figure, complete",2012,37854
Australia,2011,Total,Male,Kurd,Census - de jure - complete tabulation,"Final figure, complete",2012,2424
Australia,2011,Total,Male,Latvian,Census - de jure - complete tabulation,"Final figure, complete",2012,1462
Australia,2011,Total,Male,Macedonian,Census - de jure - complete tabulation,"Final figure, complete",2012,34307
Australia,2011,Total,Male,Malay,Census - de jure - complete tabulation,"Final figure, complete",2012,7583
Australia,2011,Total,Male,Malayalam,Census - de jure - complete tabulation,"Final figure, complete",2012,12867
Australia,2011,Total,Male,Maltese,Census - de jure - complete tabulation,"Final figure, complete",2012,16569
Australia,2011,Total,Male,Mandarin,Census - de jure - complete tabulation,"Final figure, complete",2012,154259
Australia,2011,Total,Male,Maori,Census - de jure - complete tabulation,"Final figure, complete",2012,4873
Australia,2011,Total,Male,Marathi,Census - de jure - complete tabulation,"Final figure, complete",2012,4481
Australia,2011,Total,Male,Nepali,Census - de jure - complete tabulation,"Final figure, complete",2012,15608
Australia,2011,Total,Male,Norwegian,Census - de jure - complete tabulation,"Final figure, complete",2012,1169
Australia,2011,Total,Male,Not stated,Census - de jure - complete tabulation,"Final figure, complete",2012,593238
Australia,2011,Total,Male,Persian,Census - de jure - complete tabulation,"Final figure, complete",2012,17770
Australia,2011,Total,Male,Polish,Census - de jure - complete tabulation,"Final figure, complete",2012,22239
Australia,2011,Total,Male,Pashto,Census - de jure - complete tabulation,"Final figure, complete",2012,2682
Australia,2011,Total,Male,Portuguese,Census - de jure - complete tabulation,"Final figure, complete",2012,16212
Australia,2011,Total,Male,Punjabi,Census - de jure - complete tabulation,"Final figure, complete",2012,42200
Australia,2011,Total,Male,Romanian,Census - de jure - complete tabulation,"Final figure, complete",2012,5849
Australia,2011,Total,Male,Russian,Census - de jure - complete tabulation,"Final figure, complete",2012,18999
Australia,2011,Total,Male,Samoan,Census - de jure - complete tabulation,"Final figure, complete",2012,17851
Australia,2011,Total,Male,Serbian,Census - de jure - complete tabulation,"Final figure, complete",2012,27276
Australia,2011,Total,Male,Sinhalese,Census - de jure - complete tabulation,"Final figure, complete",2012,24696
Australia,2011,Total,Male,Slovak,Census - de jure - complete tabulation,"Final figure, complete",2012,2300
Australia,2011,Total,Male,Slovenian,Census - de jure - complete tabulation,"Final figure, complete",2012,1932
Australia,2011,Total,Male,Spanish,Census - de jure - complete tabulation,"Final figure, complete",2012,55838
Australia,2011,Total,Male,Swedish,Census - de jure - complete tabulation,"Final figure, complete",2012,3256
Australia,2011,Total,Male,Tagalog,Census - de jure - complete tabulation,"Final figure, complete",2012,33532
Australia,2011,Total,Male,Tamil,Census - de jure - complete tabulation,"Final figure, complete",2012,25741
Australia,2011,Total,Male,Telugu,Census - de jure - complete tabulation,"Final figure, complete",2012,10557
Australia,2011,Total,Male,Thai,Census - de jure - complete tabulation,"Final figure, complete",2012,12648
Australia,2011,Total,Male,Tongan,Census - de jure - complete tabulation,"Final figure, complete",2012,7885
Australia,2011,Total,Male,Turkish,Census - de jure - complete tabulation,"Final figure, complete",2012,29899
Australia,2011,Total,Male,Ukrainian,Census - de jure - complete tabulation,"Final figure, complete",2012,3228
Australia,2011,Total,Male,Urdu,Census - de jure - complete tabulation,"Final figure, complete",2012,20635
Australia,2011,Total,Male,Vietnamese,Census - de jure - complete tabulation,"Final figure, complete",2012,111086
Australia,2011,Total,Male,Other,Census - de jure - complete tabulation,"Final figure, complete",2012,47463
Australia,2011,Total,Male,Cook Islands Maori,Census - de jure - complete tabulation,"Final figure, complete",2012,2278
Australia,2011,Total,Male,Indo-Aryan,Census - de jure - complete tabulation,"Final figure, complete",2012,2475
Australia,2011,Total,Male,Serbo-Croatian,Census - de jure - complete tabulation,"Final figure, complete",2012,3204
Australia,2011,Total,Male,Lao,Census - de jure - complete tabulation,"Final figure, complete",2012,4508
Australia,2011,Total,Male,Non-verbal/inadequately described,Census - de jure - complete tabulation,"Final figure, complete",2012,11861
Australia,2011,Total,Male,"Southern Asian, nfd",Census - de jure - complete tabulation,"Final figure, complete",2012,4245
Australia,2011,Total,Male,African Languages (excl. North Africa),Census - de jure - complete tabulation,"Final figure, complete",2012,36360
Australia,2011,Total,Male,Dari,Census - de jure - complete tabulation,"Final figure, complete",2012,10635
Australia,2011,Total,Male,Auslan,Census - de jure - complete tabulation,"Final figure, complete",2013,3692
Australia,2011,Total,Male,Min Nan,Census - de jure - complete tabulation,"Final figure, complete",2013,7376
Australia,2011,Total,Female,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,10873707
Australia,2011,Total,Female,Albanian,Census - de jure - complete tabulation,"Final figure, complete",2012,4428
Australia,2011,Total,Female,Arabic,Census - de jure - complete tabulation,"Final figure, complete",2012,139946
Australia,2011,Total,Female,Armenian,Census - de jure - complete tabulation,"Final figure, complete",2012,5098
Australia,2011,Total,Female,Assyrian,Census - de jure - complete tabulation,"Final figure, complete",2012,11008
Australia,2011,Total,Female,Australian Indigenous languages,Census - de jure - complete tabulation,"Final figure, complete",2012,31935
Australia,2011,Total,Female,Afrikaans,Census - de jure - complete tabulation,"Final figure, complete",2012,17611
Australia,2011,Total,Female,Bengali,Census - de jure - complete tabulation,"Final figure, complete",2012,15968
Australia,2011,Total,Female,Bosnian,Census - de jure - complete tabulation,"Final figure, complete",2012,8272
Australia,2011,Total,Female,Burmese,Census - de jure - complete tabulation,"Final figure, complete",2012,6362
Australia,2011,Total,Female,Cantonese,Census - de jure - complete tabulation,"Final figure, complete",2012,139884
Australia,2011,Total,Female,Chinese,Census - de jure - complete tabulation,"Final figure, complete",2012,12178
